id,closure,duration_h,event_observed,latitude,longitude,region_cluster,density_2km,density_5km,centrality,complexity,interaction_weight,hour_sin,hour_cos,day_sin,day_cos,peak_hour,keyword_accident,keyword_breakdown,keyword_hazard,keyword_weather,keyword_obstruction
FKID001469,0,0.4978704694444444,1,12.8999989,77.6009931,3,89,607,2.0,2.0,4.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1,0,1,0,0,0
FKID001470,0,0.15215645055555557,1,13.0411089,77.5457736,9,143,603,2.0,3.0,6.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001471,1,598.191508561111,1,13.0100335,77.6147198,7,55,1058,2.0,1.0,2.0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001472,0,1495.7921420605555,0,12.9841883,77.6405893,11,136,828,6.5,1.0,6.5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001473,0,0.7963920838888888,1,12.9179413,77.6216552,6,173,485,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001474,0,863.2220434494444,0,12.9655016,77.7018607,1,190,467,2.0,1.0,2.0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001475,0,862.7413931716667,0,13.0008646,77.6775611,11,122,553,2.0,2.0,4.0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1,0,1,0,0,0
FKID001476,0,1495.8268715049999,0,12.9840701,77.6407461,11,138,816,6.5,1.0,6.5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001477,0,1.0779498577777777,1,12.9435108,77.57773,5,40,773,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0
FKID001478,0,1497.8559123383334,0,12.9801921,77.5704255,5,402,1878,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0
FKID001479,0,1495.8127498383333,0,12.9841046,77.6407372,11,139,818,6.5,1.0,6.5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001480,1,1519.3743595605556,0,12.9747826,77.5996266,5,554,1677,6.5,1.0,6.5,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
FKID001481,1,1494.6722234005556,0,12.90331187,77.62725031,6,161,771,2.0,1.0,2.0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001482,0,1494.768586505,0,12.8395554,77.6543107,13,9,89,2.0,1.0,2.0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001483,0,1498.4390106716667,0,12.9620105,77.584333,5,442,1793,7.0,1.0,7.0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0
FKID001484,0,1497.0864870605556,0,12.9827698,77.519126,4,145,743,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0
FKID001485,0,861.9551776161111,0,12.9559776,77.7167132,1,62,444,2.0,3.0,6.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001486,0,1494.5204076161112,0,13.0904565,77.5395906,9,9,64,2.0,1.0,2.0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001487,0,862.1339762272223,0,13.0408583,77.6168383,7,157,785,2.0,1.0,2.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001488,1,858.2967167827778,0,12.9995481,77.5999079,5,275,1543,2.0,1.0,2.0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
FKID001489,1,257.23182822638887,1,12.9996506,77.5998413,5,221,1213,2.0,1.0,2.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
FKID001490,0,0.4409158338888889,1,12.9162843,77.6155072,6,186,512,2.0,1.0,2.0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001491,0,0.6879408955555555,1,12.9637192,77.5852885,5,211,745,7.0,1.0,7.0,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001492,0,1493.766652893889,0,13.0051417,77.755105,8,18,122,2.0,1.0,2.0,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001493,0,1.8819788924999998,1,12.992609,77.5852714,5,233,827,2.0,1.0,2.0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001494,0,3.7138429380555555,1,12.9902179,77.5034639,4,49,155,5.0,1.0,5.0,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001495,0,1.9403063108333334,1,13.0008671,77.5713369,0,141,810,2.0,1.0,2.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001496,0,1.2532947416666667,1,12.9863247,77.6478879,11,120,453,6.5,3.0,19.5,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001497,0,1492.9922851161111,0,12.9864627,77.5914893,5,534,1787,2.0,1.0,2.0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001498,0,1492.9922851161111,0,12.9864627,77.5914893,5,534,1787,2.0,1.0,2.0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001499,1,0.5682891775,1,12.9392452,77.6951606,1,56,198,2.0,1.0,2.0,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001500,0,1492.3250042827776,0,12.9871235,77.5883073,5,589,1849,2.0,1.0,2.0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001501,0,1.0014003550000001,1,12.9819279,77.5948338,5,248,794,2.0,1.0,2.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001502,0,1490.1146995605557,0,13.0667807,77.5931388,2,137,752,2.0,3.0,6.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001503,0,0.6232418794444445,1,13.141795,77.6173483,2,19,98,2.0,1.0,2.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001504,1,1.2438146219444444,1,12.8795724,77.6462409,13,24,216,8.0,1.0,8.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1,1,0,1,0,0
FKID001505,0,481.84496947888886,1,12.9751307,77.6255644,11,128,853,6.5,1.0,6.5,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001506,0,1490.5705945605555,0,13.0193638,77.5840263,0,312,1607,2.0,1.0,2.0,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001507,0,0.08553639638888888,1,13.0422576,77.6130097,7,123,610,2.0,3.0,6.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001508,0,0.1769988738888889,1,12.99608379,77.66816426,11,100,321,2.0,1.0,2.0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001509,0,1490.1696121552777,0,12.9464047,77.5259337,14,183,609,7.0,1.0,7.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001510,1,1491.6081462272223,0,13.0197797,77.7096412,8,90,208,2.0,1.0,2.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001511,0,1491.1367373383332,0,12.9988074,77.5838436,0,423,1805,2.0,1.0,2.0,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,0
FKID001512,1,2.177977558333333,1,13.0079815,77.662382,11,102,370,2.0,3.0,6.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001513,0,1488.8310470605556,0,12.9776567,77.607175,5,353,1636,6.5,2.0,13.0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001514,0,471.9031916,1,12.9753151,77.6256446,11,121,841,6.5,1.0,6.5,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001515,0,850.4221137272223,0,13.2573277,77.7127752,12,11,18,2.0,2.0,4.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1,0,1,0,0,0
FKID001516,0,1488.1651181716666,0,13.069294,77.6199559,7,13,657,2.0,3.0,6.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001517,1,850.2235045605555,0,12.9663406,77.6070882,5,292,1509,7.0,1.0,7.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001518,0,1486.8124820605556,0,12.9771363,77.60867,5,354,1617,6.5,1.0,6.5,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1,0,0,0,1,0
FKID001519,0,0.13689156305555555,1,13.0017102,77.5836286,0,174,813,2.0,1.0,2.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1,0,1,0,0,0
FKID001520,0,0.8152713502777778,1,13.0514402,77.5391192,9,66,441,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,0,1,0,0
FKID001521,0,849.9123284494444,0,13.0431583,77.551585,9,152,941,2.0,2.0,4.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001522,1,734.0111465311111,1,13.0161243,77.7092002,8,76,178,2.0,1.0,2.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0
FKID001523,0,849.4072165050001,0,12.9695275,77.7009274,1,181,493,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001524,0,1485.5675184494444,0,12.9529092,77.5375841,14,217,896,2.0,2.0,4.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0
FKID001525,0,361.49618146111106,1,13.0131433,77.5543167,0,138,1149,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001526,0,1485.1788520605555,0,12.9837639,77.6397066,11,131,838,6.5,1.0,6.5,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0
FKID001527,0,1487.2987162272223,0,13.0659031,77.5930966,2,135,760,2.0,1.0,2.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001528,0,1486.9230048383333,0,13.0223895,77.5846407,0,298,1551,2.0,1.0,2.0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0
FKID001529,0,1486.8943706716666,0,13.0223047,77.5846483,0,298,1552,2.0,1.0,2.0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0
FKID001530,0,2.2810660283333335,1,13.0852483,77.5535017,2,11,201,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001531,0,1474.7086842827778,0,13.0983107,77.5988056,2,146,346,2.0,1.0,2.0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0
FKID001532,0,851.658316505,0,13.0453082,77.5083309,9,174,519,8.5,3.0,25.5,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001533,0,851.5068890050001,0,13.0455943,77.5070291,9,175,508,8.5,1.0,8.5,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001534,0,1.0726850097222222,1,12.9144561,77.5999649,3,121,526,2.0,2.0,4.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,1,0,0,0
FKID001535,0,1474.970482616111,0,12.9984315,77.5844271,0,421,1795,2.0,1.0,2.0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0
FKID001536,0,0.5618544361111111,1,12.91700531,77.67319232,6,30,142,2.0,1.0,2.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0
FKID001537,0,851.3012512272222,0,13.0973785,77.5981659,2,133,322,2.0,2.0,4.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001538,0,1473.983325393889,0,12.9529706,77.5413433,14,223,983,7.0,1.0,7.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0
FKID001539,0,848.9681642827778,0,12.9166816,77.595007,3,216,908,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001540,0,52.97701991388889,1,12.916738,77.5950034,3,163,679,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001541,0,848.6925695605555,0,12.9768344,77.5861655,5,623,1612,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001542,0,850.3681295605556,0,13.0111237,77.5837318,0,324,1512,2.0,2.0,4.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001543,0,0.1511765763888889,1,13.1038182,77.6007158,2,98,226,2.0,3.0,6.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
FKID001544,0,850.5673184494444,0,12.9103918,77.6269289,6,243,733,8.0,1.0,8.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001545,0,849.2863828938889,0,12.9889182,77.498997,4,82,289,5.0,1.0,5.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001546,0,847.4492348383334,0,13.0010702,77.6120005,11,95,1503,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0
FKID001547,0,0.6898556197222222,1,12.958647,77.5552335,14,150,821,7.0,3.0,21.0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
FKID001548,0,2.1080573661111113,1,12.9460623,77.4960791,4,12,209,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
FKID001549,0,848.5119478938889,0,13.0345744,77.529696,9,250,658,8.5,3.0,25.5,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001550,0,1471.6756534494443,0,12.9827523,77.574609,5,472,1892,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001551,0,1.7052529341666667,1,12.9982804,77.6634974,11,99,268,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0,0,1,0,0,0
FKID001552,0,1472.2522773383332,0,12.9756417,77.5357675,14,99,1051,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001553,0,1471.0353309494444,0,12.9390955,77.747372,1,63,175,2.0,1.0,2.0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID001554,0,1470.2443009494443,0,12.9814826,77.5870684,5,671,1851,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0
FKID001555,0,1473.1390859494443,0,12.9661888,77.5868203,5,494,1757,7.0,1.0,7.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0
FKID001556,0,848.4227484494444,0,13.013796,77.5304516,9,96,824,2.0,3.0,6.0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0
FKID001557,0,1469.8152023383334,0,13.1328612,77.6158545,2,51,213,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0
FKID001558,0,0.6895448341666667,1,12.94561,77.4956717,4,13,159,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0
FKID001559,0,0.2994733752777778,1,12.9890857,77.5078147,4,76,261,5.0,1.0,5.0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0,0,1,1,0,0
FKID001560,0,0.3633826388888889,1,12.9888489,77.5081285,4,77,264,5.0,1.0,5.0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001561,0,1467.9172351161112,0,12.9842561,77.5971135,5,496,1712,2.0,1.0,2.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0
FKID001562,0,1468.2215662272222,0,12.9779004,77.5490792,14,139,1538,2.0,1.0,2.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0
FKID001563,0,1469.700649005,0,13.0203275,77.7095321,8,86,208,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0
FKID001564,0,0.39439791555555553,1,12.98872,77.508568,4,79,269,5.0,1.0,5.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001565,0,1.2561348930555556,1,12.9591821,77.5556361,14,110,620,7.0,1.0,7.0,0.7071067811865475,0.7071067811865476,0.0,1.0,0,0,0,0,0,0
FKID001566,0,0.9689931555555555,1,12.9529814,77.541538,14,132,587,7.0,2.0,14.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001567,1,1.329062716111111,1,12.9889692,77.50772,4,76,262,5.0,2.0,10.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001568,0,1.579870118888889,1,12.9658196,77.5954635,5,261,743,7.0,1.0,7.0,0.7071067811865475,0.7071067811865476,0.0,1.0,0,0,0,0,0,0
FKID001569,0,1464.6134170605555,0,12.968919,77.570226,5,479,1713,2.0,1.0,2.0,0.9659258262890683,0.25881904510252074,0.0,1.0,0,0,0,0,0,0
FKID001570,0,0.4260308572222222,1,12.9598662,77.5743609,5,160,821,2.0,1.0,2.0,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,0,0,0
FKID001571,0,2.695207043888889,1,12.9602988,77.5049763,4,46,303,2.0,1.0,2.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001572,0,0.11649896055555556,1,12.9670926,77.5041168,4,37,251,2.0,1.0,2.0,1.0,6.123233995736766e-17,0.0,1.0,0,1,0,0,0,0
FKID001573,1,1462.6723266930555,0,12.9790814,77.6293223,11,169,1108,6.5,1.0,6.5,0.9659258262890683,-0.25881904510252063,0.0,1.0,1,0,0,0,0,0
FKID001574,0,1465.3516973383335,0,13.0427021,77.5902017,0,245,1058,2.0,1.0,2.0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,0,0,0
FKID001575,0,0.8336251055555556,1,13.015908,77.5610463,0,57,671,8.5,1.0,8.5,0.8660254037844387,-0.4999999999999998,0.0,1.0,1,0,0,0,0,0
FKID001576,0,1462.1610209494443,0,13.0154652,77.7010932,8,103,318,2.0,1.0,2.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1,0,0,0,0,0
FKID001577,0,1.1341110191666666,1,12.9243827,77.6178836,6,168,501,8.0,1.0,8.0,0.49999999999999994,-0.8660254037844387,0.0,1.0,1,0,0,0,0,0
FKID001578,1,1462.6723225908333,0,12.97477445,77.62011006,11,218,1371,6.5,1.0,6.5,0.9659258262890683,-0.25881904510252063,0.0,1.0,1,0,0,0,0,0
FKID001579,0,842.5150142827778,0,13.0005836,77.5839635,0,330,1630,2.0,1.0,2.0,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001580,0,1454.4149778938888,0,13.0083147,77.6939011,8,107,486,2.0,2.0,4.0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0,0,0,0,0,0
FKID001581,1,1462.6723323972224,0,12.98160436,77.63123821,11,148,1064,6.5,1.0,6.5,0.9659258262890683,-0.25881904510252063,0.0,1.0,1,0,0,0,0,0
FKID001582,0,1465.584319005,0,13.0396849,77.5893608,0,277,1120,2.0,2.0,4.0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,0,0,0
FKID001583,0,334.575585735,1,12.9421872,77.7463095,1,58,147,2.0,1.0,2.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001584,1,1451.7383434494445,0,12.8876902,77.5819406,3,64,565,2.0,1.0,2.0,-1.0,-1.8369701987210297e-16,0.0,1.0,1,0,0,1,0,0
FKID001585,0,1450.668830116111,0,12.9804152,77.5721511,5,448,1880,2.0,1.0,2.0,-0.9659258262890684,0.2588190451025203,0.0,1.0,1,0,0,0,0,0
FKID001586,0,1.5512675658333335,1,13.0436169,77.5531968,9,70,487,2.0,3.0,6.0,-1.0,-1.8369701987210297e-16,0.0,1.0,1,0,0,0,0,0
FKID001587,0,0.09297096111111113,1,12.9386404,77.5983956,6,60,748,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,0,0,0,0
FKID001588,0,0.22334831500000002,1,12.8838862,77.6434895,6,23,231,8.0,2.0,16.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,0,0,0,0
FKID001589,0,1.5089173974999999,1,12.9381961,77.5221042,14,63,232,7.0,1.0,7.0,-0.9659258262890684,0.2588190451025203,0.0,1.0,1,0,0,0,0,0
FKID001590,0,1451.381714005,0,13.1426785,77.6177456,2,27,127,2.0,3.0,6.0,-1.0,-1.8369701987210297e-16,0.0,1.0,1,0,1,0,0,0
FKID001591,0,389.46884734555556,1,13.0877833,77.5955317,2,113,311,2.0,1.0,2.0,-1.0,-1.8369701987210297e-16,0.0,1.0,1,0,0,0,0,0
FKID001592,0,2958.496604596111,1,12.916735,77.5950683,3,237,981,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.0,1.0,1,0,0,0,0,0
FKID001593,0,1450.1456467827777,0,12.9575903,77.605919,5,242,1713,8.0,1.0,8.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,0,0,1,0
FKID001594,0,0.19338531194444444,1,12.9396328,77.5979386,6,65,763,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,0,0,0,0
FKID001595,0,841.3157520605555,0,12.8970929,77.600018,3,115,798,2.0,2.0,4.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001596,0,0.182172805,1,12.922821,77.6693893,6,31,194,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,0,0,0,0
FKID001597,1,1449.1107917827776,0,12.8878254,77.5819862,3,66,568,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.0,1.0,1,0,0,1,0,0
FKID001598,0,1.6592084624999999,1,12.9535784,77.5422814,14,100,478,7.0,3.0,21.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,1,0,0,0
FKID001599,0,1449.185019005,0,12.9362714,77.7055743,1,68,444,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.0,1.0,1,0,0,0,0,0
FKID001600,0,1449.411859005,0,13.0413766,77.6174843,7,179,836,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,0,0,0,0
FKID001601,0,48.01538770027778,1,12.93884,77.6951109,1,58,209,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,0,0,0,0
FKID001602,0,1449.0670520605556,0,12.9695613,77.700601,1,189,539,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.0,1.0,1,0,0,0,0,0
FKID001603,0,841.2223756716667,0,12.8973867,77.5999679,3,117,795,2.0,1.0,2.0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001604,0,0.21928717583333335,1,12.9603,77.5050083,4,46,301,2.0,1.0,2.0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001605,0,1.1016788747222221,1,12.9358395,77.6149327,6,141,651,8.0,1.0,8.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,0,0,0,0
FKID001606,0,840.9672253938888,0,13.0443873,77.5831779,0,237,972,2.0,1.0,2.0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001607,0,1.1916761027777778,1,12.9330433,77.6117417,6,142,647,8.0,1.0,8.0,-0.7071067811865477,0.7071067811865474,0.0,1.0,1,0,0,0,0,0
FKID001608,0,0.3139441988888889,1,13.0462281,77.6027534,7,116,482,2.0,1.0,2.0,0.0,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
FKID001609,0,839.8444448383334,0,12.9896187,77.5018162,4,94,301,5.0,1.0,5.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001610,0,1448.0545587272222,0,13.0453194,77.5077836,9,187,555,8.5,1.0,8.5,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,0,0,0,0
FKID001611,0,840.6550892827778,0,12.9842404,77.5877773,5,574,1658,2.0,2.0,4.0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001612,0,1446.2974495605556,0,13.0206355,77.5842531,0,314,1590,2.0,2.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0,0,0,0,0,0
FKID001613,0,839.7319628938889,0,12.9652949,77.5125659,4,69,536,2.0,3.0,6.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001614,0,842.0127298383334,0,13.0087159,77.5711199,0,293,1565,2.0,1.0,2.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID001615,0,1447.1933534494444,0,12.874187,77.6678702,13,14,126,2.0,3.0,6.0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0,0,1,0,0,0
